,date,link,title
2014-09-02 20:28:03,Tue Sep 02 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3750451931476626,統計起來好奇怪，我竟跟十多位漂亮女人有一腿。這是玩笑用有一腿三個字。在攝影棚里、在照相機前，舉凡明星、藝人、舞蹈家、女主播、模特兒，都有坐在我大腿上摟著入鏡的畫面，其中小 S 次數最多。古代聖人柳下惠坐懷不亂，其實坐的不是懷，而是大腿。正中下懷沒有戲，只有大腿最忘懷。
2014-09-01 20:22:03,Mon Sep 01 20:22:03 +0800 2014,http://tw.weibo.com/2134671703/3750088033428471,1966 年，蔣介石封殺文星在內，我落荒在外，準備做點小生意。因需交通工具，想買輛機車。但分期付款，要 2 戶房產擔保，我只有 1 戶小公寓，條件不夠。當時有一種 360 cc 的小汽車上市，分期付款，只要 1 戶房產擔保即可，於是我歪打正著，買了小汽車，一躍而成汽車階級。4 輪揷隊，做起資本家啦！
2014-08-31 20:25:03,Sun Aug 31 20:25:03 +0800 2014,http://tw.weibo.com/2134671703/3749726400716454,我不迷信：不信邪、不信算命、不信星座、不信風水、不信塔羅牌。我承認一些巧合、一些因緣際會、一些因果律。蔣介石判我 10 年，但他死了，我 5 年 8 個月就出獄了。他只死 1 次，我碰上了，劫后得以寫 7 本書干他。蔣介石保護了毛澤東，長夜漫漫，他封鎖了祖國，真相混亂，人民不能吹毛求疵了。
2014-08-30 20:28:03,Sat Aug 30 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3749364767459179,柯震東痛哭流涕記者會上，出來一種聲音：「柯震東三個字，不屬他個人，屬於愛他的粉絲全體。」誰還會不原諒小柯呢？毛澤東以三七開蓋棺論定：「毛澤東背叛了毛澤東思想，毛澤東思想不屬他個人，屬於集思廣益群策群力的同志全體。」誰還會不原諒老毛呢？你這笨蛋！以為騙倒你的只姓毛嗎？
2014-08-29 20:28:03,Fri Aug 29 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3749002379774316,連震東押寶國民黨，吃干抹盡、風光三代，第三代豬頭豬腦，還當台北巿長不讓呢，給了年輕人壞榜樣。同樣壞榜樣的是一群不務正學、炒短線走快捷方式的柯震東們，歌星也、明星也、男模特兒也、賽車手也、名作家也、時裝設計師也，娘娘的、水水的，日夜以浮華世界為號召，是人妖、是順民，震東個屁！
2014-08-28 20:26:04,Thu Aug 28 20:26:04 +0800 2014,http://tw.weibo.com/2134671703/3748639492988363,李登輝秘密收買南非，中飽 750 萬美金，由走狗劉泰英找北京支持的資本家尹衍樑洗錢，轉入李登輝的台綜院。我在偽國會逼安全局長追追追，台綜院乃吐出贓款。到法院后，李登輝詭言不知脫罪、尹衍樑割肉破財脫罪，劉泰英則以黑吃黑了 15 萬美金，被判 3 年。台灣法院粗中有細，只判中間那條狗。
2014-08-27 20:27:59,Wed Aug 27 20:27:59 +0800 2014,http://tw.weibo.com/2134671703/3748277587407851,政團一黨專政，壟斷言論自由，太可恨！不過，當它不再壟斷，以為你就有了言論自由，你太天真了！那時言論自由壟斷在財團手裡，爭霸時，露出一點空隙，但那不是你的言論自由。你的言論自由只在你家裡、浴室里、公園裡、公廁里。你缺乏表達自由的媒介，空歡喜一場！媽的還是將就一黨專政吧！
2014-08-26 20:23:04,Tue Aug 26 20:23:04 +0800 2014,http://tw.weibo.com/2134671703/3747913962291955,一位牙醫白手起家，白手是 4 只手，內含太太 2 只。小兩口辛苦40 年，變成老倆口，發生財務糾紛。牙醫說錢是他的、太太說錢不是你的，一起找女兒評理。不料女兒英國留學，女強人也，兩腿朝辦公桌一翹，裁判說：「錢也不是爸的、錢也不是媽的，錢早晚是我的！」My God！這女強人是共產黨吧？
2014-08-25 20:29:03,Mon Aug 25 20:29:03 +0800 2014,http://tw.weibo.com/2134671703/3747553079849441,你的天打雷劈，被避雷針摧毀；你的午夜夢回，被心理分析摧毀；你的嫦娥奔月，被太空火箭摧毀；你的共產世界，被中國特色的資本主義摧毀。摧毀你的，是冰冷、是現實、甚至是歪理與真理，無法逃避，但你不喜歡。它摧毀了你的朦朧、曾是你的朦朧。朦朧也是你的一部分。愛只貓吧，愛牠的朦朧。
2014-08-24 20:25:04,Sun Aug 24 20:25:04 +0800 2014,http://tw.weibo.com/2134671703/3747189689582110,分手多年後，莫文蔚嫁給 17 時綣戀的老情人。她約我參加盛大的演唱會。那是我第一次也是最後一次陷入千百人的青春里。想起我那本被祖國封鎖的「虛擬的 17 歳」，我要追回的，是 17 歲的別人；莫文蔚要追回的，是17 歲的自己。她傳奇在用過去追求未來；我反動在用未來虛擬過去。17 歲又在哪裡？
2014-08-23 20:27:03,Sat Aug 23 20:27:03 +0800 2014,http://tw.weibo.com/2134671703/3746827800746369,以行動關懷漸凍人，竟用冰水澆自己頭的，又混又虛偽。國民黨軍頭吳彰炯將軍，抓我到案，雙手叉腰跟我講話。30 年後，他變成漸凍人，雙目炯炯，卻全身僵化，仰在老舊的秀傳醫院。看到李敖出現床前，不知做何感想？雖非虛情假意，卻躊躇滿志。漸凍人看到友善的臉，卻不明白：來者雙手為何叉腰？
2014-08-22 20:21:03,Fri Aug 22 20:21:03 +0800 2014,http://tw.weibo.com/2134671703/3746463903303001,大學時看過一場電影，法蘭克辛那屈 (Frank Sinatra) 演的。演一位歌手，被黑社會割斷聲帶，他從後台走出，望著銀幕背面的投影，夷然自語說：「我才是真的人，他們只是影子。」60 年過去了，這句台詞常常出現在我記憶里。60 年來我閱人無數，但看到太多的假貨和他影子。假貨的唯一真實是他影子。
2014-08-21 20:27:04,Thu Aug 21 20:27:04 +0800 2014,http://tw.weibo.com/2134671703/3746103029218285,水滸李逵大喝一聲：「你這廝是什麼鳥人，敢在這裏翦徑！」翦徑就是攔路搶劫。1000 年後，強盜變成了執政者，搶劫了國家資源，對你只攔路了：攔你的出書、攔你的言論、攔你的微博、攔你的粉絲數量。他們並不重視你，但重視他們攔路的業績。他們不是你的仇人，他們下班后是黨外、夢裡是李逵。
2014-08-20 20:22:03,Wed Aug 20 20:22:03 +0800 2014,http://tw.weibo.com/2134671703/3745739378849079,孫中山閉門造出行政、立法、司法、監察 、考試 5 個院，有個人做過 3 個院長，就是大漢奸梁鴻志。被槍決前，他覺悟說：「人間最髒的兩個東西，男人最喜歡搞，一個是政治，一個是屄。」其實此公只覺悟了一半，他不知道一個是可以洗的；一個是藏在主義之下，洗不掉的。搞政治臟不了屄，但髒了屌。
2014-08-19 20:27:03,Tue Aug 19 20:27:03 +0800 2014,http://tw.weibo.com/2134671703/3745378249503238,從北京到上海，初一的我，搜集了一些書，隨我流亡島上。 60 年前，為了念完大學，我把它們賣進中央硏究院。昨天陪李戡去硏究院，在書庫里，憑記憶找到 3 本，上面還有我的墨跡。不是舊地重遊、不是舊夢重溫，只是黙黙追尋到 60 年前一段往事，看它們塵封在那裡，人書俱老、頓還舊觀，幫我念完大學。
2014-08-18 20:29:03,Mon Aug 18 20:29:03 +0800 2014,http://tw.weibo.com/2134671703/3745016364975540,看過你大學時代照片，不像我認識的你、日後的你。那年在全是女生的大學演講，在陽光下、在草地上，卻看到你。遙遠的我，遙想了當年的你。那不是真的，那是我憑日後造型遙想出來的。但是，在陽光下、在草地上的，會是別人嗎？她才真是大學時代的你。原來啊假的是你，她竟是你，她比你還你。
2014-08-17 20:28:03,Sun Aug 17 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3744653725511732,佛教一念之中，三千法界。瞬息萬變，窮極色相。看到「神醫喜來樂」的沈傲君，彷佛看到年輕時的胡茵夢！胡茵夢不會承認沈傲君像她，沈傲君也不會??認，但在一念三千的法界中，沈傲君比胡茵夢還胡茵夢！多年前在靜宜大學演講，草地上那女生，長得就是大學生的胡茵夢！你的當年啊，在她身上。
2014-08-16 20:22:04,Sat Aug 16 20:22:04 +0800 2014,http://tw.weibo.com/2134671703/3744289831521252,在「漢書」「後漢書」里，都看到對「豺狼橫道」「豺狼當路」的痛恨。但古人淳樸，分不清這是兩種情況：1 是「當道」，豺狼為所欲為；2 是「擋道」，豺狼為所欲為，卻又擋住不讓你有做為。牠們的可惡是今天不給機會，明天也不留機會。他們官二代富三代，你卻永遠劃時代。你這笨蛋，你懂的。
2014-08-15 20:21:04,Fri Aug 15 20:21:04 +0800 2014,http://tw.weibo.com/2134671703/3743927192275940,台灣一家商號，老被小偷光顧，店主人火了，貼出大字報，正告小偷 8 個大字：「抓到先打，再送警局！」我看了大笑。這不是黨中央嗎？你犯了案，我先「黨紀處分」，再「法律處分」，前者不是「抓到先打」嗎？後者不是「再送警局」嗎？乍看「雙開」，實際三開，因為法律靠邊站，也給開了。
2014-08-14 20:26:04,Thu Aug 14 20:26:04 +0800 2014,http://tw.weibo.com/2134671703/3743566062489472,「橫眉冷對千夫指」是一種病態、一種小氣、一種紹興師爺的官僚嘴臉、一種不見開朗笑容的陰沉，令人討厭。男人要有男人性格，並非胸前長毛的才是男人，張良胸前就沒長毛，並且看來像「婦人好女」，但他打敗秦始皇的秦二代，在指顧之間。他從不橫眉，他有敵人，卻無敵意。他是大丈夫。
2014-08-13 20:23:03,Wed Aug 13 20:23:03 +0800 2014,http://tw.weibo.com/2134671703/3743202915403974,道德情操使共產黨有所不為，革命需要使共產黨無所不為。不料革命需要越解釋越寬，貪財好色都變成革命需要，於是，理直氣壯變成了屌直氣壯，共產黨墮落了！救贖之道有很多種，我認為同性戀是最根本的，同性戀使人回歸到「肛門期」，不再對女主播有興趣，不失為一個好起點。中國共產黨萬歲！
2014-08-12 20:20:29,Tue Aug 12 20:20:29 +0800 2014,http://tw.weibo.com/2134671703/3742839877808455,"1958 朱騰（John van Druten) 寫了劇本 Bell, Book and Candle，把書名只會翻成「鈴聲，書和蠟燭」的人，他的英文出了問題。中世紀天主教會把人逐出，有固定儀式，這種儀式，就叫 Bell, Book and Candle. 當燭光已殘、當書卷已掩、當鈴聲已歇，就是開除你的時刻，沒有雙規，上帝的規只有單數。"
2014-08-11 20:27:03,Mon Aug 11 20:27:03 +0800 2014,http://tw.weibo.com/2134671703/3742479146509344,陶晶瑩小兩口跨海主持電視，季薪人民幣千萬，做了兩集，就累倒了。廣東某雜誌聯合四川某電視異想天開，要開「中國好文辭」節目，大家比賽，請李敖裁判。不料報上去，廣電單位立予封殺。但該單位一定受到處分：「擋李敖財路，應予嘉獎；救李敖老命，法所難容。錯失累死他的機會，後患無窮！」
2014-08-10 20:28:03,Sun Aug 10 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3742117010364455,十多年前，福州林醫師，由於祖父在台，得以移民，改做按摩師。他跟我說，他家是漁民，階級很低，一個共產黨也搭不上，共產黨也折騰不到他們，文革時風也不吹草也不動，真成了「不知有漢」的化外之民。漁民最早走私進來的，是鄧麗君的録音帶，天下有那麼好聽的聲音！沒人要聽紅歌了！
2014-08-09 20:26:07,Sat Aug 09 20:26:07 +0800 2014,http://tw.weibo.com/2134671703/3741754135966290,好友胡基峻氣沖沖的說：「國民黨共產黨是兩個王八蛋政權。」我笑說「共產黨至少對你做了一件好事。什麼事？他們替你養了 50 年的媽！你家老太太活到今天還健在，這不是你們逃到美國的功勞！這可是王八蛋政權的功勞！」49 以後，中國人的平均壽命增加了30 歲，這是惡貫滿盈的共產黨的功勞。
2014-08-08 20:22:03,Fri Aug 08 20:22:03 +0800 2014,http://tw.weibo.com/2134671703/3741390724830167,中文「那」有 4 種發音。富蘭克林說「那裡」自由「那裡」就是我祖國，采第 3 聲。我在祖國演講時，故意反轉富蘭克林的話，並將「那」字改成第 4 聲，我提高音調、把手一指說：「那裡」是我祖國，我要使它自由。如今 9 年了，任重道遠、捨近求遠，一個人在好高騖遠。自由是一種示眾，我先斬首吧。
2014-08-07 20:25:03,Thu Aug 07 20:25:03 +0800 2014,http://tw.weibo.com/2134671703/3741029091769985,蔣經國做偽國防部總政治部主任時，下部隊視察，發現老兵有性病。問為什麼不用衛生套（保險套）？老兵反問：「報告主任，你穿襪子洗腳嗎？」老兵沒有明天，他懂得及時行樂！我如寫章回小說，第一回題目都敲定了：「蔣經國脫褲子放屁；老爺兵穿襪子洗腳。」衛生套是違反心理衛生的，太掃興啦。
2014-08-06 20:21:04,Wed Aug 06 20:21:04 +0800 2014,http://tw.weibo.com/2134671703/3740665701489760,漢奸討好台奸。馬英九帶頭為日本捐款 66 億台幣后，又由老婆帶頭送蘇東坡「寒食帖」到日本展覽。公然違反三規定：1 特級國寶不能出境，它出了境。2 書畫不能超時展出，它超了時。3 書畫不能強光照射，它曝了光。為了諂媚日本，胡作非為如此、不要臉如此，連李登輝、陳水扁都干不出來喲。
2014-08-05 20:24:03,Tue Aug 05 20:24:03 +0800 2014,http://tw.weibo.com/2134671703/3740304064355016,當年劉家昌一心想成導演，兜到一點錢，分我 1 萬，央我裝成製片人，因我有汽車，可冒充大闊佬。有次小便時，他低頭對著小雞雞，長嘆說：「混身上下長 7000 根雞巴，也肏不完天下美女！」我聽了大笑。7000 根雞巴長在身上，活像一隻刺蝟啊！後來他投降國民黨了，他已不復家昌，他真是刺蝟了。
2014-08-04 20:22:22,Mon Aug 04 20:22:22 +0800 2014,http://tw.weibo.com/2134671703/3739941252748558,蘇軾有兩句詩：「長生未暇學，請學長不死。」長生指學仙，是道教路線；長不死指不滅，是佛教路線。有人野心很大，他不能長生流芳百世，但能長不死遺臭萬年。至少他的「遺教」和「遺著」還在死後盯人不放。乾隆皇帝聰明，他查禁了雍正老子的書；共產黨更聰明，連毛選集第五卷也查禁啦。
2014-08-03 20:25:04,Sun Aug 03 20:25:04 +0800 2014,http://tw.weibo.com/2134671703/3739579544593868,"前美國駐聯合國大使阿爾布萊特（Albright) ，在回憶錄 第 275 頁提到斯塔兒（Stahl) 問她 ：美國整伊拉克，50 萬小孩無辜而死，代價太大了吧。她回答說「代價是值得的。」(but the price, we think , the price is worth it.) 精彩啊！911 我死 3 千是無辜者，你死 50 萬就不是，我的數學真好！"
2014-08-02 20:23:04,Sat Aug 02 20:23:04 +0800 2014,http://tw.weibo.com/2134671703/3739216653306234,楊潔箎為什麼出面阻止「陽痿美國」在中國出版？因為李敖這部 652 頁的大書，揭發了美國白人的真面目，而為親美派所不喜。書中提到美國白人軍人輪姦印第安婦女，還割下她們的陰部，別在帽子上或釘在馬鞍上，以為炫耀。這種殘暴軍人，他們的偉大總統，正是林肯！你還相信美國人的仁義道德嗎？
2014-08-01 20:28:03,Fri Aug 01 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3738855519649957,漢語中吳語方言，入聲短短，聲調七八個，「吳儂軟語」起來，逸趣盎然。我最喜歡的一句是「儂是一隻卵」，我把它亂譯成「你是一隻睪丸」。孟子「說大人，則藐之」的表達法太含蓄了，用「儂是一隻卵」才能表達我對你們的不屑。你們是什麼東西，敢管老子的精神文明？一隻卵喲！一隻卵喲！
2014-07-31 20:23:03,Thu Jul 31 20:23:03 +0800 2014,http://tw.weibo.com/2134671703/3738491873655105,埋葬蟲 ( burying beetle) 的習性怪異，牠將鼠輩等屍體埋入土中，產卵其上，使下一代可靠死屍維生。斯大林說「個人死了是悲劇； 100 萬人死了是統計數字。」在你們當權派眼中，我們只是統計數字，從不重視我們，但是，鼠輩的天下畢竟會隨他屍解。紅了東方又怎樣？我們使東方有了落日！
2014-07-30 20:28:03,Wed Jul 30 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3738130743582712,中文有個詞彙，叫「片言」，意思很怪，又是一半、又是全體。成語「片言折獄」的片言指一半、「片言九鼎」的片言指全體。又一半又全體，這是什麼東西啊？答案是性交中的陰莖。抽送之妙，存乎一根。抽時留一半、送時變全體，快樂如共產主義。其實女人更喜歡共產主義，因為它太屌了！
2014-07-29 20:25:03,Tue Jul 29 20:25:03 +0800 2014,http://tw.weibo.com/2134671703/3737767600981868,以色列連續轟炸阿拉伯人，一連 18 天，炸死了 1030 人， 70%是平民，平民中 35% 是兒童。全世界都認為濫殺無辜，只有美國喪盡天良，支持以色列。聯合國人權委員會表決， 47 票中，46 票譴責以色列，只有美國 1 票鬼壓床。911 時，美國的正義是別人濫殺無辜，如今自己變成別人了，正義呀不見了。
2014-07-28 20:23:03,Mon Jul 28 20:23:03 +0800 2014,http://tw.weibo.com/2134671703/3737404709919498,"美國開發心臟葯，無意中發現了Viagra, 兩岸分譯為「威而鋼」和「偉哥」。Viagra 不是春藥，卻是春情大發時的幫凶葯，它幫你維持現狀，使你欲罷不能、使人慾仙欲死。中國整個國家像吃了100000 公絲的這種仙丹，全力走資派，卻不知要有 3 個地球的資源，我們才能美國。我們竟把仙丹當作春藥。"
2014-07-27 20:28:03,Sun Jul 27 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3737043580365191,漢朝人「抱恨而入地」、唐朝人「恨不相逢未嫁時」，恨不是仇恨，而是終身遺憾。凡人所恨，不外生不逢時、死不逢地、鐡不成鋼、鮮花挿在牛糞上之類，但大人物所恨，就別出一格：偉大的毛主席恨什麼？恨只活了 83 ？ 83 已是髙壽，不應有恨，恨的該是活了 83 年還沒等到偉哥，哥兒們太反革命了！
2014-07-26 20:21:04,Sat Jul 26 20:21:04 +0800 2014,http://tw.weibo.com/2134671703/3736679435049426,抗戰勝利后，國民黨抓到北洋軍閥齊夑元，說他是漢奸。被槍斃前，齊燮元氣勢不撓，大罵說：「蔣介石是漢奸，他親美；汪精衛是漢奸，他親日；毛澤東是漢奸，他親蘇。我不是漢奸！」這一漢奸鑒定論，發人深省。齊燮元實非漢奸。但要做漢奸也得夠資格呢，李登輝就不是漢奸，他是日本人呀！
2014-07-25 20:28:03,Fri Jul 25 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3736318804498343,120 年前的 7 月 25 日，日本打沉了「髙升號」，950 名中國士兵犧牲了，開始了甲午戰爭。120 年過去了，30 多年的自強大夢夢碎、50 多年的變法好夢、立憲怪夢、新華春夢、金陵迷夢夢碎，但是，最後中國站起來了、飛起來了。作惡多端的共產黨功不可沒。我夢碎，所以我夢醒。共產黨呀使我夢醒。
2014-07-24 20:23:04,Thu Jul 24 20:23:04 +0800 2014,http://tw.weibo.com/2134671703/3735955162274220,1997 年香港回歸中國，英國外相感慨說：英國統治了 150 年，可惜沒給香港民主。這一感慨，有分教：第一，比起法治、繁榮、自由來，民主對香港不重要；第二，要民主，別向英國人要。如今，17 年過去了，香港人居然要起民主來了，並且向小氣八拉的共產黨要。港仔啊，你真瘋啦！你為何不早要？
2014-07-23 20:25:03,Wed Jul 23 20:25:03 +0800 2014,http://tw.weibo.com/2134671703/3735593273712547,在香港第三天，行程只安排了一件：去紅毛墳場看座墳。墳上的碑沒有名字，因為 114 年前，墓中人死於暗殺，政治顧忌使他變成無名英雄。其實有名也白有，他不幸做了孫中山的先行者，以致必被打壓。他是興中會的真正會長，他的存在，證明了孫中山創建檀香山興中會是謊言。他叫楊衢雲，死於 1900。
2014-07-22 20:20:03,Tue Jul 22 20:20:03 +0800 2014,http://tw.weibo.com/2134671703/3735229627582171,我不是拳王，30 歲被人打倒，必須退休；我不是明星，40 歲被人取代，必須退休；我不是夫子，50 歲而知天命，必須退休；我是姜太公， 80 歲沒遇文王，反被武王、成王關起來，不退休也得退休。80 歲了，終於老去，我用煞車煞我自己，提醒自己要懶散起來：救命比革命重要，活 100 歲的，不是他們。
2014-07-21 20:24:03,Mon Jul 21 20:24:03 +0800 2014,http://tw.weibo.com/2134671703/3734868246628684,「官場現形記」引俗語「殺雞駭猴」，殺個小的以嚇大的。如今演變成「殺雞儆猴」了，為什麼「儆」呢？因為「駭」不住了。當貪污變成一種生態，殺雞殺猴都是治標。治本之道，就近先學學新加坡吧。新加坡不談主義、不唱高調，比照古代皇帝的「養亷費」，以高薪養亷。至少使猴子少個貪污理由。
2014-07-20 20:22:03,Sun Jul 20 20:22:03 +0800 2014,http://tw.weibo.com/2134671703/3734505355122716,近著都被祖國封殺了。其中「我夢碎，所以我夢醒」那本，更有問斬之罪。「醉後方知酒濃、愛過才知情重，夢碎始知夢醒、天髙只剩一縫。」真的，我和祖國只剩下一縫。「悲慘世界」的作者，他亡命垂老；我呢？卻垂老亡命、在祖國東方一個島上自我亡命。亡命不是落魄，是飛走、飛走，不再回頭。
2014-07-19 20:49:47,Sat Jul 19 20:49:47 +0800 2014,http://tw.weibo.com/2134671703/3734149946617034,名導演李翰祥寫回憶，提到李敖的一些小故事。如今我也提他一件：李翰祥自台灣回歸大陸，在北京拍片，備受官方禮遇，拍清宮戲，出入紫禁城，尤蒙光寵。但他偷偷寫日記，卻引李後主的詞解嘲：「夢裡不知身是客！」他發覺共產黨拿他當客人！原來客人的中國夢不是主人的！抱歉把你見外了！
2014-07-18 20:21:03,Fri Jul 18 20:21:03 +0800 2014,http://tw.weibo.com/2134671703/3733780327612551,批評家不會被立銅像，因為批評家總是二流貨色，真正第一流的是創作者、是藝術家、是選手、是明星、是當事人。所以呀，要少做批評家。但觀摩家卻可以多做。「禮記」說「相觀而善之謂摩」，即所謂觀摩，指看到人家優點而學他、摹仿他、甚至剽竊他，都算。批評家多是說風涼話的，最沒出息
2014-07-17 20:21:03,Thu Jul 17 20:21:03 +0800 2014,http://tw.weibo.com/2134671703/3733417940028566,除了天堂、上帝、博愛、平等這些美麗的抽象名詞外，民主該是最令我們著迷的了。真相卻是：它是人類自欺自欺又自欺的一個代數！自從人類發明麥克風后，直接民主已被大嗓門的間接民主取代，人民得到的，只是選「A 群壞人」取代「B 群壞人」的果實，湯都沒換，只換個被壓迫的肩膀而已
2014-07-16 20:21:03,Wed Jul 16 20:21:03 +0800 2014,http://tw.weibo.com/2134671703/3733055552200608,年輕人以為他們很新、很時髦，其實舊得很可笑、很落伍。把交女朋友說成「把馬子」，就是一個大烏龍。古人把夜壺叫虎子，唐朝開國后，為避唐太宗李世民曾祖李虎的諱，下令把虎子改為馬子。所以今天的「把馬子」，無非「把夜壺」而已。可見中國文化無所不在，它藏在唐太宗曾祖的尿瓶里。
2014-07-15 20:24:22,Tue Jul 15 20:24:22 +0800 2014,http://tw.weibo.com/2134671703/3732693998848853,英國文學家王爾德（Wilde) 感嘆讀者 2 變：由文人寫書俗人讀、到俗人寫書無人讀，斯文在茲。在中國，有 3 變：由李敖寫書蔡康永讀、到蔡康永寫書小 S 讀、到小 S 寫書她掃地的女傭讀，斯文掃地。斯文在茲也好、斯文掃地也罷，都顯示了「著書立說」這一高雅，已被「著書立馬」取代。馬子當道了！
2014-07-14 20:21:03,Mon Jul 14 20:21:03 +0800 2014,http://tw.weibo.com/2134671703/3732330776368634,孟子說了一段相對論：「君之視臣如土芥，則臣視君如寇讎。」翻成今天的話：「你統治者不把我看在眼裡，在我眼裡你就是敵人。」也就是說：「你不以人民內部矛盾重視我，我就弄個敵我矛盾送給你！」為什麼人民總是氣呼呼的？因為是你們統治我們呀！為什麼要受你們的氣？只有敵視才是正義！
2014-07-13 20:25:03,Sun Jul 13 20:25:03 +0800 2014,http://tw.weibo.com/2134671703/3731969394912123,莊子「不如相忘于江湖」，用於後代，意境不同。王國維自殺前「江湖寥落爾安歸」，感於國民黨共產黨的雙殺下，遁跡江湖，並非易事：你忘了他們，他們並沒忘了你。我呢，正好相反，我迎上前去。殺聲如草，巷戰于江湖。司馬遷雖被去勢，但沒放過漢武帝。司馬遷都會漏網，何況李敖大雞雞？
2014-07-12 20:27:03,Sat Jul 12 20:27:03 +0800 2014,http://tw.weibo.com/2134671703/3731607510674998,李戡新書「國民黨員毛澤東」在香港上巿。別以為在發掘那一歷史吧，李戡更在發掘那一道德，那一早年共產黨所信念、所堅守的道德。淺人以為維繫共產黨的是嚴格的黨紀，其實是道德。今天的危機是黨員「缺德」愛起錢來了，看來已經不是共產黨而是國民黨了。請李戡寫本「國民黨員徐才厚」吧。
2014-07-11 20:27:03,Fri Jul 11 20:27:03 +0800 2014,http://tw.weibo.com/2134671703/3731245122570940,林青霞 60 歳，富商老倌的丈夫，為她打造了豪宅，港幣 11 億。我忍不住想：林青霞當年如不嫁給這麼一身銅臭的丈夫，而能「霞光映照」在自己一臉的青靈之氣上，該多麼好！當年的林青霞有她獨特的美麗，瓊瑤的俗情戲埋沒不了她、二秦的脂粉氣埋沒不了她，但她卻為港仔的銅臭風華落盡，真可惜啊！
2014-07-10 20:28:03,Thu Jul 10 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3730882986547152,1787年，莫扎特在捷克愛斯特劇院（Estates Theatre）首演 38 號交響曲K.504，219 年後，洪納克（Manfred Honeck) 在同一劇院指揮，用現代的聲光化電，詮釋了它。8 年來，多少科技、多少普及、多少地網、多少傳聲，但對莫扎特的天籟，卻望聲莫及。天籟是生的、不是造的，他不懂計算機，但他贏了。
2014-07-09 20:21:03,Wed Jul 09 20:21:03 +0800 2014,http://tw.weibo.com/2134671703/3730518836913506,奉勸同胞兩個不要：第一，不要因為恨一個黨，就以為另一個黨是好東西；第二，不要因為恨一個黨，就連帶對中國失望。戴傳賢說「周朝統治八百年，我們國民黨至少統治一千年。」一千年又怎樣？自秦始皇以下，有2132 年你就沒統治到！戴傳賢最後自殺了，中國依然健在，歡迎統治，我收你屍。
2014-07-08 20:25:03,Tue Jul 08 20:25:03 +0800 2014,http://tw.weibo.com/2134671703/3730157455677683,共產黨抓到大陸后， 65 年來，雖把人折騰得頭昏眼花，至少在富國強兵上，功不可沒；國民黨退守台灣后，65 年來，雖折騰幅度小，但一片窩囊：意淫大陸、手淫台灣、為台獨張目、給老美搞屁眼、假冒自由民主，騙盡兩岸蒼生。除延續小朝廷偽政權外，一事無成。不明大勢、還誇國民黨者，你混蛋！
2014-07-07 20:30:03,Mon Jul 07 20:30:03 +0800 2014,http://tw.weibo.com/2134671703/3729796326384003,前美國國務卿史汀生（Stimson) 封殺鬼鬼祟祟的單位。道貌岸然的理由是：正人君子不窺人信件。Gentlemen do not read each other's mail. 85 年過去了，美國豈止偷窺，甚至全面監聽了。人不再是正人君子了，人都變壞了。我是末代的正人君子，1 年寫不到 3 封信。也沒手機。政府去你媽的！
2014-07-06 20:28:03,Sun Jul 06 20:28:03 +0800 2014,http://tw.weibo.com/2134671703/3729433435246507,春秋大員子產，先留遺恨、后留遺愛，人民先恨他入骨、后愛他出涕。現代大員差多了，出將入相、上台下台，都徒留恨名。也許你做過好事，但一被宣傳，就走樣了。真該學學子產：子產沒有報紙、沒有電視、沒有宣傳部、沒有管人民精神文明的大委員，人民反倒懷念他。怎麼想不通呢？你真笨！
2014-07-05 20:22:03,Sat Jul 05 20:22:03 +0800 2014,http://tw.weibo.com/2134671703/3729069537114624,統計上搬弄的「大數法則」（law of large numbers)，在政治上可沒那麼啰嗦，毛大王懶得懂什麼統計學，卻鐵口直斷「人多好辦事」。但毛大王不知道，人多到黨員 8 千萬，也趕不上 13 億人民多。人民是最後的殘存者，因為他們是中國的等號。官一代、黨二代、富三代又怎樣，中國人民永遠一萬代！
2014-07-04 20:26:06,Fri Jul 04 20:26:06 +0800 2014,http://tw.weibo.com/2134671703/3728708164179976,7 月初李戡北大畢業典禮，小屯飛去參加，我沒進京。7 月中香港書展，有李戡新書「國民黨員毛澤東」上巿，我欣然下海了：我決定應「亞洲周刊」江迅之邀，參加發表會。不去北京，對我是一個訊號：天高皇帝遠，舊皇帝例多誤國，新皇帝例多自誤，劃清界限吧。夕陽的我，只見日落，日落北京城
2014-07-03 20:20:45,Thu Jul 03 20:20:45 +0800 2014,http://tw.weibo.com/2134671703/3728344434188576,不太喜歡同一時代的人。碰到了，我會友善的委蛇，倒不是虛與委蛇，而是匆匆出現背影。我整天自閉在書房，徜徉其中、神交意淫，以下筆為樂。寫 尾大不掉的「哈啰李敖」倒是我唯一的塵緣，但只寫 140 字，其他 1400 字、 2400 字，興之所至、偷偷在寫。別人只知道我偉大，但不知道我多尾大。
